Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
12-Sai. Koisuru Diary,3ds,2016,adventure,happinet,0.0,0.0,0.05,0.0,0.05,6.5268749999999995,22.246875,7.139597315436241,103.95302013422818,Unknown,E
Pool Party,wii,2007,sports,southpeak games,0.04,0.0,0.0,0.0,0.05,3.2,13.0,0.7,6.0,SouthPeak Games,E
Rapala Fishing Frenzy 2009,x360,2008,sports,activision,0.04,0.0,0.0,0.0,0.05,4.1,5.0,7.2,6.0,FUN Labs,E
Hakuouki: Bakumatsu Musou Roku,psp,2012,action,idea factory,0.0,0.0,0.05,0.0,0.05,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Hiiro no Kakera DS,ds,2008,adventure,idea factory,0.0,0.0,0.05,0.0,0.05,6.5268749999999995,22.246875,7.139597315436241,103.95302013422818,Unknown,E
Company of Heroes,pc,2006,strategy,thq,0.0,0.04,0.0,0.01,0.05,9.3,55.0,8.8,1128.0,Relic,M
Arcana Famiglia: La storia della Aracana Famiglia,psp,2011,adventure,comfort,0.0,0.0,0.05,0.0,0.05,6.5268749999999995,22.246875,7.139597315436241,103.95302013422818,Unknown,E
Wonder World Amusement Park,wii,2008,misc,majesco entertainment,0.04,0.0,0.0,0.0,0.05,3.7,9.0,4.5,4.0,Coyote Console,E
Jonah Lomu Rugby Challenge,pc,2011,sports,home entertainment suppliers,0.0,0.04,0.0,0.01,0.05,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Unknown,E
Atelier Ayesha: The Alchemist of Dusk,psv,2014,role-playing,tecmo koei,0.0,0.0,0.05,0.0,0.05,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
The Misadventures of Tron Bonne,ps,1999,adventure,eidos interactive,0.03,0.02,0.0,0.0,0.05,6.5268749999999995,22.246875,7.139597315436241,103.95302013422818,Unknown,E
Just Dance 2017,ps3,2016,misc,ubisoft,0.01,0.03,0.0,0.01,0.05,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Ubisoft Paris,E10+
Ride 2,ps4,2016,racing,milestone s.r.l,0.0,0.04,0.0,0.01,0.05,7.1,19.0,8.0,12.0,Milestone S.r.l,E
Wing Island,wii,2006,simulation,konami digital entertainment,0.03,0.01,0.01,0.0,0.05,4.7,32.0,4.9,8.0,CAProduction,E
Silent Hunter: Wolves of the Pacific,pc,2007,simulation,ubisoft,0.0,0.04,0.0,0.01,0.05,7.9,22.0,6.9,40.0,Ubisoft Romania,T
Brave Story: New Traveller (jp sales),psp,2006,role-playing,sony computer entertainment,0.0,0.0,0.05,0.0,0.05,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
Black Jack vs. Matsudajun,ps,2000,misc,pony canyon,0.03,0.02,0.0,0.0,0.05,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
Clever Kids: Creepy Crawlies,ds,2009,action,midas interactive entertainment,0.0,0.04,0.0,0.0,0.05,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Wrath Unleashed,xb,2004,strategy,lucasarts,0.03,0.01,0.0,0.0,0.05,6.9,32.0,7.0,4.0,Double Helix Games,T
March of the Penguins,ds,2006,adventure,zoo digital publishing,0.04,0.0,0.0,0.0,0.05,3.4,8.0,1.7,6.0,SkyRiver Studios,E
Professor Heinz Wolff's Gravity,ds,2008,puzzle,deep silver,0.04,0.0,0.0,0.0,0.05,5.3,9.0,7.1384,33.12,Deep Silver,E
Garou Densetsu 3: Road to the Final Victory,sat,1996,fighting,snk,0.0,0.0,0.05,0.0,0.05,6.915555555555555,27.960493827160494,7.295949367088608,64.59746835443038,Unknown,E
Lips: Deutsche Partyknaller,x360,2009,misc,microsoft game studios,0.0,0.04,0.0,0.01,0.05,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
Boing! Docomodake DS,ds,2007,puzzle,ignition entertainment,0.04,0.0,0.0,0.0,0.05,6.723181818181819,20.454545454545453,7.1384,33.12,Unknown,E
Bleach: Soul Carnival,psp,2008,fighting,sony computer entertainment,0.0,0.0,0.05,0.0,0.05,6.915555555555555,27.960493827160494,7.295949367088608,64.59746835443038,Unknown,E
Double Dragon Advance,gba,2003,action,atlus,0.03,0.01,0.0,0.0,0.05,7.5,21.0,8.4,5.0,Million,T
Toukiden Kiwami,psp,2014,action,tecmo koei,0.0,0.0,0.05,0.0,0.05,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Gummy Bears Mini Golf,ds,2010,sports,storm city games,0.04,0.0,0.0,0.0,0.05,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Unknown,E
Resident Evil Director's Cut,ps3,2006,action,capcom,0.0,0.0,0.05,0.0,0.05,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Color Cross,ds,2008,misc,rising star games,0.04,0.0,0.0,0.0,0.05,7.2,6.0,6.805827505827505,30.7995337995338,Rising Star Games,E
Sesame Street: Elmo's A-to-Zoo Adventure,pc,2010,misc,warner bros. interactive entertainment,0.04,0.0,0.0,0.0,0.05,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Black Lantern Studios,EC
The Bible Game,xb,2005,misc,crave entertainment,0.03,0.01,0.0,0.0,0.05,6.0,6.0,2.7,13.0,Crave,E
Bubble Bobble Revolution,ds,2005,puzzle,atari,0.04,0.0,0.0,0.0,0.05,3.8,19.0,6.2,6.0,Taito Corporation,E
Inspector Gadget: Gadget's Crazy Maze,ps,2001,puzzle,ubisoft,0.03,0.02,0.0,0.0,0.05,6.723181818181819,20.454545454545453,7.1384,33.12,Unknown,E
World Fantasista,ps2,2002,sports,squaresoft,0.0,0.0,0.05,0.0,0.05,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Unknown,E
Yager,xb,2003,shooter,thq,0.03,0.01,0.0,0.0,0.05,7.0,19.0,9.3,9.0,Yager,T
River City Soccer Hooligans,ds,2010,sports,arc system works,0.04,0.0,0.01,0.0,0.05,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Avit-Niigata,T
Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,ds,2006,misc,nintendo,0.0,0.0,0.05,0.0,0.05,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
Cocoto Kart Racer,ds,2004,racing,big ben interactive,0.04,0.0,0.0,0.0,0.05,6.800689655172414,23.121379310344828,7.040858505564388,69.22893481717011,Neko Entertainment,E
Root Letter,psv,2016,adventure,pqube,0.0,0.03,0.01,0.01,0.05,7.8,6.0,7.8,6.0,Kadokawa,M
Futurama,xb,2003,platform,sci,0.03,0.01,0.0,0.0,0.05,5.8,21.0,6.9,14.0,UDS,T
Supreme Commander,pc,2007,strategy,thq,0.0,0.04,0.0,0.01,0.05,8.6,44.0,8.3,263.0,Gas Powered Games,E10+
Pool Hall Pro,wii,2009,sports,playlogic game factory,0.04,0.0,0.0,0.0,0.05,6.2,5.0,5.3,4.0,Icon Games,E
Wolfenstein,pc,2009,shooter,activision,0.01,0.03,0.0,0.01,0.05,7.4,41.0,7.3,261.0,"id Software, Raven Software",M
Cesar Millan's Dog Whisperer,ds,2008,simulation,ubisoft,0.04,0.0,0.0,0.0,0.05,6.860919540229885,21.419540229885058,8.6,9.0,Ubisoft,E
Nazo Waku Yakata: Oto no Ma ni Ma ni,3ds,2011,misc,capcom,0.0,0.0,0.05,0.0,0.05,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
Choro Q 64 2: Hacha Mecha Grand Prix Race,n64,1999,racing,takara,0.0,0.0,0.05,0.0,0.05,6.800689655172414,23.121379310344828,7.040858505564388,69.22893481717011,Unknown,E
Microsoft Train Simulator,pc,2001,simulation,microsoft game studios,0.0,0.04,0.0,0.01,0.05,8.4,16.0,8.4,21.0,Kuju Entertainment,E
Activision Anthology,gba,2003,misc,activision,0.03,0.01,0.0,0.0,0.05,7.9,13.0,6.805827505827505,30.7995337995338,Aspyr,E
Mahjong 3D: Warriors of the Emperor,3ds,2011,misc,dtp entertainment,0.0,0.04,0.0,0.0,0.05,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Engine Software,E
Wayne Gretzky's 3D Hockey '98,ps,1997,sports,gt interactive,0.03,0.02,0.0,0.0,0.05,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Unknown,E
Hakuouki SSL: Sweet School Life,psv,2014,adventure,idea factory,0.0,0.0,0.05,0.0,0.05,6.5268749999999995,22.246875,7.139597315436241,103.95302013422818,Unknown,E
Resident Evil 6,xone,2016,shooter,capcom,0.04,0.0,0.0,0.0,0.05,6.3,12.0,6.3,34.0,Capcom,M
Max & the Magic Marker,ds,2011,platform,unknown,0.0,0.04,0.0,0.0,0.05,6.812448979591837,23.76734693877551,7.3058962264150935,109.6745283018868,Unknown,E
Trigger Man,xb,2004,shooter,crave entertainment,0.03,0.01,0.0,0.0,0.05,3.1,5.0,7.053259668508287,378.28066298342543,Point of View,T
Assassin's Creed: Altair's Chronicles,ds,2008,platform,ubisoft,0.03,0.01,0.0,0.0,0.05,5.8,30.0,6.3,30.0,Gameloft,T
Kimi ni Todoke: Tsutaeru Kimochi,ds,2011,adventure,banpresto,0.0,0.0,0.05,0.0,0.05,6.5268749999999995,22.246875,7.139597315436241,103.95302013422818,Unknown,E
Nora to Koku no Koubou: Kiri no Mori no Majo,ds,2011,role-playing,atlus,0.0,0.0,0.05,0.0,0.05,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
Bad Boys: Miami Takedown,gc,2004,shooter,empire interactive,0.03,0.01,0.0,0.0,0.05,3.5,11.0,2.0,9.0,Blitz Games,M
Hitman (2016),ps4,2016,action,square enix,0.0,0.04,0.0,0.01,0.05,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Short Track Racing: Trading Paint,ps2,2009,racing,thq,0.02,0.02,0.0,0.01,0.05,6.800689655172414,23.121379310344828,7.040858505564388,69.22893481717011,THQ,E
Atelier Escha & Logy: Alchemists of the Dusk Sky,psv,2015,role-playing,tecmo koei,0.0,0.0,0.05,0.0,0.05,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
Fantastic Four: Rise of the Silver Surfer,wii,2007,action,take-two interactive,0.04,0.01,0.0,0.0,0.05,3.9,16.0,5.9,15.0,7 Studios,T
Galaxy Racers,ds,2010,racing,ubisoft,0.04,0.0,0.0,0.0,0.05,6.800689655172414,23.121379310344828,7.040858505564388,69.22893481717011,KUNST-STOFF,E
Game no Kanzume Vol 1,scd,1994,misc,sega,0.0,0.0,0.04,0.0,0.05,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
Rat Attack!,ps,1999,puzzle,mindscape,0.03,0.02,0.0,0.0,0.04,6.723181818181819,20.454545454545453,7.1384,33.12,Unknown,E
Black Mirror 2,pc,2009,adventure,dtp entertainment,0.0,0.04,0.0,0.01,0.04,6.5268749999999995,22.246875,7.139597315436241,103.95302013422818,Unknown,E
Pony Friends,ds,2007,simulation,eidos interactive,0.0,0.04,0.0,0.01,0.04,6.7,8.0,6.6,12.0,Tantalus Interactive,E
Danny Phantom: Urban Jungle,ds,2006,action,thq,0.04,0.0,0.0,0.0,0.04,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Summon Night Craft Sword Monogatari: Hajimari no Ishi,gba,2005,role-playing,banpresto,0.0,0.0,0.04,0.0,0.04,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
Sotsugyou II: Neo Generation,ps,1995,simulation,riverhillsoft,0.0,0.0,0.04,0.0,0.04,6.860919540229885,21.419540229885058,7.132153392330384,83.42182890855457,Unknown,E
Forza Motorsport 3: Ultimate Edition,x360,2010,racing,microsoft game studios,0.0,0.04,0.0,0.01,0.04,6.800689655172414,23.121379310344828,7.040858505564388,69.22893481717011,Unknown,E
The King of Fighters 2002: Unlimited Match,ps2,2009,fighting,snk playmore,0.0,0.0,0.04,0.0,0.04,6.915555555555555,27.960493827160494,7.295949367088608,64.59746835443038,Unknown,E
Looney Tunes: Cartoon Conductor,ds,2008,misc,eidos interactive,0.04,0.0,0.0,0.0,0.04,6.7,17.0,6.805827505827505,30.7995337995338,Amaze Entertainment,E
Art of Fighting Anthology,ps2,2006,fighting,crave entertainment,0.02,0.02,0.0,0.01,0.04,6.0,19.0,7.0,4.0,SNK Playmore,T
Ford Bold Moves Street Racing,psp,2006,racing,xplosiv,0.04,0.0,0.0,0.0,0.04,5.2,19.0,7.040858505564388,69.22893481717011,Razorworks,E
Sébastien Loeb Rally Evo,ps4,2016,racing,milestone s.r.l,0.0,0.04,0.0,0.01,0.04,7.1,28.0,8.1,73.0,Milestone S.r.l,E
The Tale of Despereaux,wii,2008,platform,brash entertainment,0.04,0.0,0.0,0.0,0.04,6.812448979591837,23.76734693877551,7.3058962264150935,109.6745283018868,Brash Entertainment,E10+
Lux-Pain,ds,2008,adventure,rising star games,0.04,0.0,0.0,0.0,0.04,4.8,33.0,6.2,18.0,Killaware,T
Rapala Trophies,psp,2006,sports,activision,0.04,0.0,0.0,0.0,0.04,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Sand Grain Studios,E
Phoenix Wright: Revived Turnabout,ds,2008,misc,capcom,0.0,0.0,0.04,0.0,0.04,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
Mana Khemia: Alchemists of Al-Revis (JP sales),ps2,2007,role-playing,nippon ichi software,0.0,0.0,0.04,0.0,0.04,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
Active Life: Magical Carnival,wii,2011,misc,namco bandai games,0.03,0.01,0.0,0.0,0.04,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Bandai Namco Games,E
National Geographic Panda (US sales),ds,2008,simulation,ubisoft,0.04,0.0,0.0,0.0,0.04,6.860919540229885,21.419540229885058,7.132153392330384,83.42182890855457,Unknown,E
The Hustle: Detroit Streets,ps2,2006,sports,activision,0.02,0.02,0.0,0.01,0.04,4.6,5.0,6.951433857539316,41.87511563367253,Blade Interactive,T
Tomoyo After: It's a Wonderful Life CS Edition,psp,2009,adventure,prototype,0.0,0.0,0.04,0.0,0.04,6.5268749999999995,22.246875,7.139597315436241,103.95302013422818,Unknown,E
Virtua Fighter CG Portrait Series Vol.6: Lau Chan,sat,1995,misc,sega,0.0,0.0,0.04,0.0,0.04,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
Guilty Gear XX Accent Core,ps2,2007,fighting,unknown,0.0,0.0,0.04,0.0,0.04,7.7,9.0,8.3,16.0,Arc System Works,T
Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,ds,2005,misc,success,0.0,0.0,0.04,0.0,0.04,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
Cheer We Go!,ds,2010,misc,natsume,0.04,0.0,0.0,0.0,0.04,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
Monster High: New Ghoul in School,3ds,2015,action,little orbit,0.0,0.04,0.0,0.0,0.04,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,"Torus Games, Little Orbit",E
Millipede / Super Breakout / Lunar Lander,gba,2005,misc,zoo digital publishing,0.03,0.01,0.0,0.0,0.04,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Gravity-I,E
Grey's Anatomy: The Video Game,ds,2009,adventure,ubisoft,0.03,0.01,0.0,0.0,0.04,6.5268749999999995,22.246875,7.5,4.0,Longtail Studios,T
Mafia,pc,2002,action,take-two interactive,0.0,0.04,0.0,0.01,0.04,8.8,27.0,9.1,863.0,Illusion Softworks,M
Disney's Donald Duck: Goin' Quackers,gc,2002,platform,ubisoft,0.03,0.01,0.0,0.0,0.04,6.1,7.0,3.0,4.0,Ubisoft Montreal,E
World Trigger: Borderless Mission,psv,2015,action,namco bandai games,0.0,0.0,0.04,0.0,0.04,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Assault Rigs,ps,1996,action,electronic arts victor,0.02,0.02,0.0,0.0,0.04,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Yes! PreCure 5,ds,2007,action,namco bandai games,0.0,0.0,0.04,0.0,0.04,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Operation Flashpoint: Elite,xb,2005,shooter,codemasters,0.03,0.01,0.0,0.0,0.04,6.4,24.0,8.3,27.0,Bohemia Interactive,T
Candace Kane's Candy Factory,ds,2008,action,destineer,0.04,0.0,0.0,0.0,0.04,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,F84 Games,E
Fantastic Four: Rise of the Silver Surfer,ds,2007,action,take-two interactive,0.04,0.0,0.0,0.0,0.04,3.5,8.0,4.8,13.0,7 Studios,E10+
Nanda's Island,ds,2009,puzzle,phenomedia,0.04,0.0,0.0,0.0,0.04,6.723181818181819,20.454545454545453,7.1384,33.12,MumboJumbo,E
Virtua Tennis 3,x360,2007,sports,sega,0.03,0.01,0.0,0.0,0.04,8.0,34.0,6.8,26.0,Sumo Digital,E
"Roswell Conspiracies: Aliens, Myths & Legends",ps,2001,action,red storm entertainment,0.02,0.02,0.0,0.0,0.04,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Front Mission,ds,2007,strategy,square enix,0.01,0.0,0.03,0.0,0.04,7.2,19.0,8.9,9.0,Square Enix,E10+
Sushi Go-Round,ds,2010,simulation,asylum entertainment,0.04,0.0,0.0,0.0,0.04,6.860919540229885,21.419540229885058,7.132153392330384,83.42182890855457,SouthPeak Games,E
World Championship Spelling,ds,2010,misc,505 games,0.04,0.0,0.0,0.0,0.04,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,505 Games,E
Sekai no Gohan Shaberu! DS Oryouri Navi,ds,2008,misc,nintendo,0.0,0.0,0.04,0.0,0.04,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
Tropico 3,pc,2009,strategy,kalypso media,0.0,0.04,0.0,0.01,0.04,7.9,48.0,8.1,184.0,Haemimont,T
Boktai 2: Solar Boy Django,gba,2004,role-playing,konami digital entertainment,0.03,0.01,0.0,0.0,0.04,7.8,20.0,8.5,11.0,KCEJ,T
Life is Strange,pc,2016,adventure,square enix,0.01,0.04,0.0,0.0,0.04,8.3,15.0,8.6,1620.0,DONTNOD Entertainment,M
Angelique Duet,ps,1998,strategy,tecmo koei,0.0,0.0,0.04,0.0,0.04,7.215878378378379,28.33108108108108,7.294426229508197,198.41311475409836,Unknown,E
Nobunaga's Ambition (3DS),3ds,2013,simulation,tecmo koei,0.0,0.0,0.04,0.0,0.04,6.860919540229885,21.419540229885058,7.132153392330384,83.42182890855457,Unknown,E
Jewel Master: Cradle Of Rome 2,pc,2011,puzzle,rising star games,0.0,0.04,0.0,0.01,0.04,6.723181818181819,20.454545454545453,7.1384,33.12,Unknown,E
Shin Fortune Quest: Sokutaku no Kishi,ps,1996,misc,media works,0.0,0.0,0.04,0.0,0.04,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
Tsumiki: Block Drop Mania,ds,2007,action,nobilis,0.04,0.0,0.0,0.0,0.04,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,RED Entertainment,E
Crushed Baseball,gba,2004,sports,summitsoft,0.03,0.01,0.0,0.0,0.04,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Griptonite Games,E
Dark Arena,gba,2002,shooter,thq,0.03,0.01,0.0,0.0,0.04,6.5,17.0,7.053259668508287,378.28066298342543,Graphic State,T
Kamen Rider: Battride War Genesis,ps3,2016,action,namco bandai games,0.0,0.0,0.04,0.0,0.04,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Heatseeker,psp,2007,action,codemasters,0.04,0.0,0.0,0.0,0.04,4.9,7.0,7.058129175946548,188.76391982182628,IR Gurus,T
Family Fortunes,ds,2009,misc,mindscape,0.0,0.04,0.0,0.0,0.04,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
TOCA Race Driver 2,xb,2004,racing,codemasters,0.03,0.01,0.0,0.0,0.04,6.800689655172414,23.121379310344828,8.3,6.0,Codemasters,T
My Body Coach,wii,2009,sports,big ben interactive,0.0,0.04,0.0,0.0,0.04,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Unknown,E
Shaun the Sheep,ds,2008,adventure,d3publisher,0.04,0.0,0.0,0.0,0.04,5.8,5.0,7.139597315436241,103.95302013422818,Art,E
Battlezone,ps4,2016,action,rebellion developments,0.02,0.02,0.0,0.01,0.04,6.6,39.0,7.0,31.0,Rebellion,T
I.Q. Remix+: Intelligent Qube,ps2,2000,puzzle,sony computer entertainment,0.0,0.0,0.04,0.0,0.04,6.723181818181819,20.454545454545453,7.1384,33.12,Unknown,E
Growlanser,psp,2009,role-playing,atlus,0.0,0.0,0.04,0.0,0.04,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
Card Fight!! Vanguard G: Stride to Victory!!,3ds,2016,misc,furyu,0.0,0.0,0.04,0.0,0.04,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
Trollz: Hair Affair!,gba,2005,misc,ubisoft,0.03,0.01,0.0,0.0,0.04,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
Daito Giken Koushiki Pachi-Slot Simulator: Shake II,ps2,2007,misc,paon,0.0,0.0,0.04,0.0,0.04,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
Grand Slam,ps,1997,misc,virgin interactive,0.02,0.02,0.0,0.0,0.04,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,ds,2009,action,namco bandai games,0.0,0.0,0.04,0.0,0.04,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
The King of Fighters 2000,ps2,2002,fighting,playmore,0.0,0.0,0.04,0.0,0.04,6.915555555555555,27.960493827160494,7.295949367088608,64.59746835443038,Unknown,E
Hyperdimension Neptunia mk2,psv,2014,action,compile heart,0.0,0.0,0.04,0.0,0.04,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Pro Evolution Soccer 2016,pc,2015,sports,konami digital entertainment,0.0,0.04,0.0,0.0,0.04,7.6,12.0,4.3,286.0,Konami,E
The Dark Spire,ds,2008,role-playing,success,0.04,0.0,0.0,0.0,0.04,6.9,23.0,7.7,21.0,Success,E10+
Teenage Mutant Ninja Turtles: Mutants in Manhattan,xone,2016,action,activision,0.03,0.01,0.0,0.0,0.04,5.5,14.0,6.0,38.0,PlatinumGames,T
Puyo Puyo Tetris,ps3,2014,puzzle,sega,0.0,0.0,0.04,0.0,0.04,6.723181818181819,20.454545454545453,7.1384,33.12,Unknown,E
D.C.F.S.: Da Capo Four Seasons,ps2,2005,adventure,kadokawa shoten,0.0,0.0,0.04,0.0,0.04,6.5268749999999995,22.246875,7.139597315436241,103.95302013422818,Unknown,E
Runaway: A Twist of Fate,pc,2009,adventure,focus home interactive,0.0,0.04,0.0,0.01,0.04,7.9,15.0,8.2,40.0,Pendulo Studios,T
Disney's Meet the Robinsons,gc,2007,action,disney interactive studios,0.03,0.01,0.0,0.0,0.04,6.8,5.0,7.058129175946548,188.76391982182628,Avalanche Software,E10+
Hanayori Danshi: Koi Seyo Onago,ds,2008,adventure,konami digital entertainment,0.0,0.0,0.04,0.0,0.04,6.5268749999999995,22.246875,7.139597315436241,103.95302013422818,Unknown,E
Refrain no Chika Meikyuu to Majo no Ryodan,psv,2016,action,nippon ichi software,0.0,0.0,0.04,0.0,0.04,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,wii,2009,misc,nintendo,0.0,0.0,0.04,0.0,0.04,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
Disney Planes Fire & Rescue,wii,2014,action,disney interactive studios,0.0,0.04,0.0,0.0,0.04,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Sonic the Hedgehog 2 (8-bit),gg,1992,platform,sega,0.0,0.0,0.04,0.0,0.04,6.812448979591837,23.76734693877551,7.3058962264150935,109.6745283018868,Unknown,E
FlatOut 2,xb,2006,racing,empire interactive,0.03,0.01,0.0,0.0,0.04,7.3,38.0,7.3,8.0,Bugbear,T
Gem Smashers,3ds,2011,platform,crave entertainment,0.04,0.0,0.0,0.0,0.04,6.812448979591837,23.76734693877551,7.3058962264150935,109.6745283018868,Frame Studios Interactive,E
